City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,riberalta,-10.9833,-66.1,32.11,62,75,4.12,BO,1698692526
364,nova sintra,14.8667,-24.7167,23.55,63,43,0.84,CV,1698692526
365,ambalangoda,6.2355,80.0538,25.46,85,95,0.76,LK,1698692526
366,kulhudhuffushi,6.6221,73.07,27.14,74,100,1.34,MV,1698692529
367,san-pedro,4.7485,-6.6363,26.31,84,0,2.74,CI,1698692530
368,achinsk,56.2694,90.4993,-5.72,86,100,2.24,RU,1698692530
369,island harbour,50.724,-1.2758,9.99,91,100,3.48,GB,1698692530
370,qamdo,31.1667,97.2333,-3.81,71,97,1.66,CN,1698692530
371,holualoa,19.6228,-155.9522,27.7,68,0,0.89,US,1698692530
372,kerouane,9.2667,-9.0167,26.79,62,97,0.51,GN,1698692531
373,mwinilunga,-11.7358,24.4293,17.9,87,81,2.17,ZM,1698692531
374,ancud,-41.8697,-73.8203,8.73,58,6,5.32,CL,1698692446
375,sandnessjoen,66.0217,12.6316,-1.94,86,20,5.14,NO,1698692532
376,almunecar,36.7339,-3.6907,19.82,47,92,5.7,ES,1698692532
377,molde,62.7375,7.1591,-1.09,69,0,3.6,NO,1698692490
378,el sauzal de rodriguez,31.9,-116.6833,23.01,24,0,0.59,MX,1698692532
379,turpan,42.9333,89.1667,14.42,37,13,0.45,CN,1698692533
380,estevan,49.1334,-102.9842,-4.81,68,20,15.43,CA,1698692319
381,parham,17.0968,-61.7705,30.58,74,75,4.12,AG,1698692533
382,bamboo flat,11.7,92.7167,27.69,79,95,2.7,IN,1698692533
383,amurzet,47.6967,131.0981,1.15,82,100,1.39,RU,1698692534
384,shiyan,32.6475,110.7781,15.88,66,5,2.16,CN,1698692534
385,ulimang,7.6242,134.6421,27.78,78,39,3.18,PW,1698692534
386,shenkursk,62.1091,42.896,-4.12,74,100,1.58,RU,1698692535
387,cromer,52.9312,1.2989,11.0,93,100,2.24,GB,1698692535
388,beidaihehaibin,39.8222,119.5181,13.38,79,12,2.34,CN,1698692535
389,nuuk,64.1835,-51.7216,8.34,31,75,13.38,GL,1698692536
390,northam,51.0333,-4.2167,12.03,89,21,4.11,GB,1698692536
391,baruun-urt,46.6806,113.2792,-5.93,87,26,2.78,MN,1698692536
392,muborak,39.2553,65.1528,21.01,40,49,3.44,UZ,1698692536
393,rawson,-43.3002,-65.1023,10.62,53,68,7.52,AR,1698692537
394,ampara,7.2833,81.6667,24.65,87,19,1.23,LK,1698692338
395,kisesa,-3.0833,34.15,25.54,45,82,2.66,TZ,1698692537
396,constitucion,-35.3333,-72.4167,13.22,55,99,7.53,CL,1698692435
397,porto murtinho,-21.6989,-57.8825,41.27,22,100,4.63,BR,1698692537
398,cafayate,-26.073,-65.9761,23.94,47,0,5.97,AR,1698692446
399,rio gallegos,-51.6226,-69.2181,6.03,39,75,5.14,AR,1698692505
400,mandvi,22.8333,69.3667,29.0,40,0,4.76,IN,1698692538
401,ta`u,-14.2336,-169.5144,26.86,82,47,12.03,AS,1698692539
402,port sudan,19.6175,37.2164,28.98,70,81,3.44,SD,1698692539
403,vila velha,-20.3297,-40.2925,30.97,75,0,8.23,BR,1698692539
404,moyynkum,44.2914,72.9469,18.3,43,100,3.52,KZ,1698692539
405,new norfolk,-42.7826,147.0587,8.17,90,9,2.93,AU,1698692540
406,port moresby,-9.4431,147.1797,23.29,91,100,3.23,PG,1698692540
407,labrador city,52.9463,-66.9114,-3.05,46,75,3.6,CA,1698692420
408,kurumkan,54.3,110.3,-8.26,58,1,1.34,RU,1698692541
409,san vicente de canete,-13.0751,-76.3835,22.86,71,95,3.82,PE,1698692542
410,anapa,44.8908,37.3239,10.19,93,0,3.0,RU,1698692542
411,aykhal,66.0,111.5,-20.04,97,100,3.8,RU,1698692542
412,boa vista,2.8197,-60.6733,35.99,36,40,2.57,BR,1698692543
413,fernley,39.608,-119.2518,11.82,17,0,1.34,US,1698692543
414,kailua-kona,19.6406,-155.9956,29.22,67,0,1.54,US,1698692375
415,magong,23.5654,119.5863,24.45,77,100,11.71,TW,1698692543
416,hotan,37.0997,79.9269,14.91,18,0,1.42,CN,1698692544
417,chilecito,-29.1619,-67.4974,24.48,25,20,9.17,AR,1698692285
418,mocimboa,-11.3167,40.35,24.7,86,95,1.63,MZ,1698692544
419,general acha,-37.377,-64.6043,17.59,18,13,4.88,AR,1698692544
420,bayanhongor,46.7167,100.1167,-2.88,74,100,1.37,MN,1698692545
421,tazovsky,67.4667,78.7,-16.94,95,21,1.97,RU,1698692545
422,tambov,52.7317,41.4339,8.81,85,22,8.49,RU,1698692545
423,alpine,32.835,-116.7664,25.39,13,0,2.24,US,1698692546
424,bizhbulyak,53.6967,54.2642,-0.83,87,100,5.1,RU,1698692546
425,thanh hoa,19.8,105.7667,22.97,89,100,1.79,VN,1698692546
426,mahibadhoo,3.7833,72.9667,28.01,72,73,3.93,MV,1698692546
427,colesberg,-30.72,25.0972,10.87,64,100,6.51,ZA,1698692547
428,el calafate,-50.3408,-72.2768,4.63,65,41,1.22,AR,1698692547
429,farasan,16.7022,42.1183,29.97,68,17,2.25,SA,1698692547
430,mana,5.6592,-53.7767,29.86,69,5,5.66,GF,1698692547
431,daman,20.4167,72.85,26.13,54,4,1.57,IN,1698692547
432,weno,7.4515,151.8468,28.36,78,98,5.32,FM,1698692548
433,haapajarvi,63.75,25.3333,-8.64,98,45,0.29,FI,1698692548
434,byron bay,-28.65,153.6167,17.1,84,4,6.34,AU,1698692548
435,guerrero negro,27.9769,-114.0611,25.26,32,0,2.54,MX,1698692548
436,wolmaransstad,-27.1974,25.9831,9.16,79,100,8.72,ZA,1698692548
437,yanbu,24.0891,38.0637,29.02,74,0,4.12,SA,1698692486
438,kralendijk,12.15,-68.2667,29.13,70,100,2.74,BQ,1698692549
439,zouerate,22.7187,-12.4521,31.02,12,0,2.04,MR,1698692549
440,gorontalo,0.5412,123.0595,23.6,91,55,0.87,ID,1698692549
441,tangwani,28.2787,68.9972,26.2,26,40,1.29,PK,1698692550
442,ma'rib,15.4591,45.3253,27.46,34,31,2.4,YE,1698692550
443,tarko-sale,64.9225,77.785,-13.38,94,9,1.61,RU,1698692550
444,swift current,50.2834,-107.8014,-6.55,68,20,8.75,CA,1698692461
445,slany,50.2305,14.0869,14.12,89,0,2.06,CZ,1698692551
446,kongolo,-5.3833,27.0,21.06,93,100,0.74,CD,1698692551
447,kimberley,-28.7323,24.7623,10.83,66,100,9.77,ZA,1698692525
448,khovd,48.0056,91.6419,4.6,56,100,2.78,MN,1698692551
449,aki,33.5,133.9,14.97,73,29,2.61,JP,1698692552
450,carutapera,-1.195,-46.02,29.67,62,2,4.54,BR,1698692552
451,berezovo,63.9381,65.0419,-10.25,92,100,2.79,RU,1698692553
452,bang saphan,11.2126,99.5117,25.75,88,86,1.76,TH,1698692553
453,christchurch,-43.5333,172.6333,13.28,92,100,8.75,NZ,1698692349
454,linfen,36.0889,111.5189,17.27,44,8,1.32,CN,1698692277
455,kattivakkam,13.2167,80.3167,28.37,82,100,4.2,IN,1698692554
456,pokrovsk,48.282,37.1758,11.12,69,100,4.15,UA,1698692554
457,stony plain,53.5334,-114.0021,0.24,70,40,4.12,CA,1698692411
458,nguigmi,14.2495,13.1092,30.73,18,10,5.74,NE,1698692554
459,anacapri,40.5558,14.2136,23.32,61,100,12.19,IT,1698692554
460,knyaze-volkonskoye,48.4642,135.4567,1.67,61,28,4.02,RU,1698692555
461,neue neustadt,52.15,11.6333,12.54,84,100,2.72,DE,1698692555
462,mount pleasant,32.7941,-79.8626,29.99,65,0,3.09,US,1698692349
463,florenville,49.6998,5.3074,12.29,97,100,5.67,BE,1698692556
464,vila franca do campo,37.7167,-25.4333,18.23,99,48,3.13,PT,1698692556
465,polyarnyy,69.1989,33.4478,-5.2,89,100,7.93,RU,1698692341
466,kovalam,8.3667,76.9967,28.05,83,75,0.0,IN,1698692557
467,strelka,58.0728,93.0344,-7.55,68,0,2.74,RU,1698692557
468,kosh-agach,50.0,88.6667,1.84,59,100,0.45,RU,1698692558
469,basoko,1.2391,23.616,26.04,74,61,0.81,CD,1698692558
470,mongo,12.1844,18.693,32.6,32,60,1.97,TD,1698692558
471,shitanjing,39.2342,106.3439,12.36,24,0,4.03,CN,1698692558
472,shantobe,52.4581,68.1839,1.37,96,100,5.55,KZ,1698692558
473,shushtar,32.0455,48.8567,28.65,23,100,1.6,IR,1698692559
474,bada,51.392,109.8717,-7.55,60,12,1.23,RU,1698692559
475,lucapa,-8.4192,20.7447,20.68,90,10,2.97,AO,1698692559
476,auerbach,50.5167,12.4,13.02,76,100,3.17,DE,1698692559
477,portland,45.5234,-122.6762,13.78,48,5,4.47,US,1698692447
478,makinsk,52.6292,70.4169,2.02,97,100,4.97,KZ,1698692560
479,saint-philippe,-21.3585,55.7679,23.77,83,17,4.37,RE,1698692560
480,kavaratti,10.5669,72.642,27.98,70,99,0.71,IN,1698692560
481,shingu,33.7333,135.9833,15.5,75,96,1.5,JP,1698692413
482,priozersk,61.0393,30.1291,2.84,85,100,0.68,RU,1698692560
483,huarmey,-10.0681,-78.1522,22.94,73,91,5.67,PE,1698692561
484,karasburg,-28.0167,18.75,19.71,12,29,5.13,NA,1698692561
485,inhambane,-23.865,35.3833,20.0,77,75,5.36,MZ,1698692561
486,soria,41.6667,-2.6667,7.84,100,50,6.98,ES,1698692518
487,ternate,0.8,127.4,26.6,77,41,0.71,ID,1698692562
488,aleg,17.0481,-13.9209,35.37,17,38,3.65,MR,1698692562
489,kargasok,59.0556,80.8572,-10.58,93,10,3.58,RU,1698692562
490,coulommiers,48.8145,3.085,11.32,88,100,6.87,FR,1698692562
491,yerofey pavlovich,53.9667,121.9667,-8.72,60,100,0.66,RU,1698692562
492,tofol,5.3248,163.0078,28.46,74,100,5.1,FM,1698692563
493,castillos,-34.1667,-53.8333,13.87,91,100,5.29,UY,1698692563
494,kabalo,-6.05,26.9167,21.48,93,100,2.23,CD,1698692563
495,maluso,6.543,121.8753,25.05,82,89,0.87,PH,1698692563
496,zalari,53.5584,102.5065,-6.0,70,84,0.92,RU,1698692564
497,kani keli,-12.9536,45.1033,27.59,81,64,2.71,YT,1698692564
498,huanuco,-9.9329,-76.2415,26.34,53,70,4.52,PE,1698692564
499,ardakan,32.31,54.0175,22.15,25,100,2.01,IR,1698692564
500,chibougamau,49.9168,-74.3659,-2.21,86,100,3.09,CA,1698692564
501,iwanai,42.9744,140.5089,5.99,93,55,1.84,JP,1698692564
502,farsala,39.2947,22.3847,20.74,69,0,1.76,GR,1698692565
503,tara,56.8944,74.371,-6.12,81,97,4.51,RU,1698692565
504,fujin,47.26,132.0322,1.59,80,88,1.13,CN,1698692565
505,sabha,27.0377,14.4283,25.24,25,4,3.93,LY,1698692565
506,grootfontein,-19.5667,18.1167,26.76,18,4,1.54,NA,1698692565
507,n'zeto,-7.2312,12.8666,25.8,86,19,3.95,AO,1698692566
508,rzhaksa,52.1338,42.0264,10.13,75,100,8.18,RU,1698692566
509,kiruna,67.8557,20.2251,-16.49,85,0,4.12,SE,1698692566
510,alva,56.1528,-3.8051,7.37,70,100,4.47,GB,1698692566
511,tolanaro,-25.0319,46.9987,25.04,83,75,4.12,MG,1698692566
512,kampot,10.6167,104.1833,25.03,87,100,1.66,KH,1698692567
513,pilcaya,18.7333,-99.6833,25.3,63,12,1.86,MX,1698692567
514,dubbo,-32.25,148.6167,19.07,39,100,3.09,AU,1698692461
515,gadzhiyevo,69.2551,33.3362,-5.68,90,100,8.2,RU,1698692567
516,kerman,30.2832,57.0788,17.92,34,0,2.06,IR,1698692567
517,liwale,-9.7667,37.9333,23.49,65,100,2.32,TZ,1698692568
518,majene,-3.5403,118.9707,26.03,79,85,1.13,ID,1698692568
519,nagqu,31.5,92.0,-6.31,89,100,1.71,CN,1698692568
520,dongxing,45.3667,130.8,2.99,58,100,0.73,CN,1698692568
521,nova xavantina,-14.6667,-52.35,41.21,17,17,3.64,BR,1698692455
522,queenstown,-31.8976,26.8753,7.19,83,69,4.91,ZA,1698692568
523,rongelap,11.1635,166.8941,28.41,79,100,10.48,MH,1698692569
524,bracebridge,45.0334,-79.3163,6.27,49,100,6.17,CA,1698692446
525,cassino,41.4876,13.8315,23.07,55,100,1.34,IT,1698692569
526,tsiombe,-25.3,45.4833,22.85,78,100,2.95,MG,1698692569
527,rikaze,29.25,88.8833,3.23,49,5,1.42,CN,1698692569
528,bandundu,-3.3167,17.3667,25.43,80,43,1.09,CD,1698692570
529,sao gabriel da cachoeira,-0.1303,-67.0892,33.89,59,40,1.54,BR,1698692426
530,yamoto,38.4274,141.2149,11.28,85,0,1.86,JP,1698692570
531,tatarsk,55.219,75.9828,-4.45,92,99,5.77,RU,1698692570
532,eenhana,-17.4667,16.3333,27.42,11,0,3.4,NA,1698692570
533,nouadhibou,20.931,-17.0347,21.99,88,5,6.69,MR,1698692571
534,karema,-6.8205,30.4389,24.99,80,67,2.69,TZ,1698692571
535,robore,-18.3333,-59.75,34.05,52,75,9.26,BO,1698692571
536,fort irwin,35.2627,-116.6848,15.9,13,0,6.69,US,1698692571
537,armacao de buzios,-22.7469,-41.8817,31.09,86,100,3.95,BR,1698692399
538,mosjoen,65.836,13.1908,-1.94,86,75,1.54,NO,1698692571
539,uturoa,-16.7333,-151.4333,26.08,80,17,8.15,PF,1698692572
540,masumbwe,-3.6333,32.1833,22.68,63,23,2.28,TZ,1698692572
541,illapel,-31.6308,-71.1653,22.27,43,100,3.58,CL,1698692572
542,chipinge,-20.1883,32.6236,14.4,84,100,2.84,ZW,1698692572
543,taoudenni,22.6783,-3.9836,33.55,9,68,1.79,ML,1698692572
544,khandyga,62.6667,135.6,-9.43,96,100,2.19,RU,1698692573
545,glace bay,46.1969,-59.957,4.01,89,100,1.34,CA,1698692573
546,bamiantong,44.9333,130.5333,3.73,78,100,1.41,CN,1698692573
547,myshkin,57.7897,38.4545,-2.17,98,100,1.77,RU,1698692573
548,qarazhal,48.0078,70.7903,9.11,81,100,6.17,KZ,1698692573
549,san agustin de valle fertil,-30.6335,-67.4682,24.37,22,0,7.76,AR,1698692574
550,brookings,44.3114,-96.7984,4.47,53,0,6.69,US,1698692347
551,baganga,7.5739,126.56,25.01,86,35,1.71,PH,1698692574
552,morehead city,34.7229,-76.726,28.03,79,0,7.72,US,1698692405
553,stijena,44.9353,16.0172,14.03,65,100,4.31,BA,1698692574
554,lorengau,-2.0226,147.2712,25.63,85,100,1.62,PG,1698692574
555,den burg,53.0542,4.7972,12.2,92,100,3.09,NL,1698692574
556,kas,36.2018,29.6377,21.72,64,100,1.0,TR,1698692574
557,nova gradiska,45.255,17.3831,14.94,54,100,1.8,HR,1698692575
558,muli,2.9167,73.5667,27.81,74,37,3.76,MV,1698692575
559,happy valley-goose bay,53.3168,-60.3315,2.17,41,75,8.23,CA,1698692575
560,okha,53.5739,142.9478,4.05,88,100,6.39,RU,1698692575
561,colchani,-20.3,-66.9333,14.99,8,7,5.54,BO,1698692575
562,arno,60.1167,18.6333,3.77,84,100,7.02,SE,1698692575
563,puerto santander,8.3636,-72.4063,33.67,54,99,2.37,CO,1698692576
564,bridgewater,44.3835,-64.5155,6.79,97,100,4.12,CA,1698692522
